konkurs_name,href,location,2021-05-29,2029-12-19,2021-11-11,organization
"Международная научно-техническая конференция «Автоматизация и приборостроение: проблемы, решения» (АППР 2021)",https://konferencii.ru//info/136559,"Россия, Севастополь",2021-09-15,2021-09-15,2021-09-15,Организаторы: ФГАОУ ВО «Севастопольский государственный университет» 
"XVII Международная научно-техническая конференция «Динамика, надежность и долговечность механических и биомеханических систем»",https://konferencii.ru//info/136562,"Россия, Севастополь",2021-09-15,2021-09-15,2021-09-15,Организаторы: ФГАОУ ВО «Севастопольский государственный университет» 
18-ый Международный коллоквиум по теоретическим аспектам вычислений,https://konferencii.ru//info/137726,"Казахстан, Нур-Султан (Астана)",2021-09-15,2021-09-15,2021-09-15,Организаторы: Назарбаев Университет (Казахстан)
"Международный лесной форум «Лесные экосистемы как глобальный ресурс биосферы: вызовы, угрозы, пути решения. Forestry – 2021»",https://konferencii.ru//info/136283,"Россия, Воронеж",2021-09-15,2021-09-15,2021-09-15,Организаторы: ФГБОУ ВО «Воронежский государственный лесотехнический университет имени Г.Ф. Морозова»
II Всероссийская научно-практическая конференция «Воротынские чтения. Средневековая Россия: Военный и духовный подвиг предков»,https://konferencii.ru//info/136348,"Россия, Вологда",2021-09-15,2021-09-15,2021-09-15,Организаторы: Вологодская областная универсальная научная библиотека им. И.В. Бабушкина; Кирилло-Белозерский государственный историко-архитектурный и художественный музей-заповедник; Вологодский государственный университет
XVI Международная научная конференция «Актуальные вопросы биологической физики и химии» (БФФХ – 2020),https://konferencii.ru//info/136602,"Россия, Севастополь",2021-09-15,2021-09-15,2021-09-15,Организаторы: ФГАОУ ВО «Севастопольский государственный университет»
XII Международная научная конференция «Современные методы в теоретической и экспериментальной электрохимии»,https://konferencii.ru//info/137766,"Россия, Плёс",2021-09-15,2021-09-15,2021-09-15,Организаторы: Институт химии растворов им. Г. А. Крестова РАН
"Международная научно-исследовательская конференция по глобальным изменениям окружающей среды: экосистемы, климат, природные ресурсы, человек – International Research Conference on Global Environmental Changes: Ecosystems, Climate, Natural Resources, Humans (GEC 2021)",https://konferencii.ru//info/137212,"Россия, Барнаул",2021-09-15,2021-09-15,2021-09-15,"Организаторы: Ассоциация поддержки научных исследований (г. Барнаул, Россия), Тихоокеанский океанологический институт им. В. И. Ильичева ДВО РАН (г. Владивосток, Россия), Международный государственный экологический институт им. А. Д. Сахарова Белорусского государственного университета (г. Минск, Республика Беларусь)."
Всероссийская конференция молодых учёных «Современные проблемы геохимии – 2021»,https://konferencii.ru//info/137430,"Россия, Иркутск",2021-09-15,2021-09-15,2021-09-15,Организаторы: Институт геохимии им А. П. Виноградова СО РАН
Журнал «Вестник СГУПС: гуманитарные исследования»,https://konferencii.ru//info/137727,"Россия, Новосибирск",2021-09-15,2021-09-15,2021-09-15,Организаторы: Сибирский государственный университет путей сообщения
Международный научный журнал «Промышленность и сельское хозяйство» (9/2021),https://konferencii.ru//info/137807,"Украина, Макеевка",2021-09-15,2021-09-15,2021-09-15,Организаторы: Донбасская аграрная академия
Международный научный журнал «Психология человека и общества» (9/2021),https://konferencii.ru//info/137808,"Украина, Макеевка",2021-09-30,2021-09-30,2021-09-30,Организаторы: Донбасская аграрная академия
Международный научный журнал «Правовая позиция» (9/2021),https://konferencii.ru//info/137809,"Украина, Макеевка",2021-09-30,2021-09-30,2021-09-30,Организаторы: Донбасская аграрная академия
Международная научная конференция «Есенин и литературный процесс первой трети XX века»,https://konferencii.ru//info/136761,"Россия, Рязань",2021-09-30,2021-09-30,2021-09-30,Организаторы: Правительство Рязанской области; Институт мировой литературы имени А.М. Горького РАН; Государственный музей-заповедник С.А. Есенина; Рязанский государственный университет имени С.А. Есенина; Международное Есенинское общество «Радуница»
Международная научно-практическая конференция «Актуальные проблемы переводоведения и лингводидактики в контексте межкультурного взаимодействия»,https://konferencii.ru//info/137774,"Россия, Брянск",2021-09-30,2021-09-30,2021-09-30,Организаторы: Факультет иностранных языков Брянского государственного университета имени академика И.Г. Петровского
"Коллективная монография «Управление и экономика» исследования, разработки»",https://konferencii.ru//info/136614,"Россия, Пенза",2021-09-30,2021-09-30,2021-09-30,"Организаторы: Межотраслевой научно-информационный центр Пензенского государственного аграрного университета
"
"V Всероссийская научная конференция с международным участием «Геологические процессы в обстановках субдукции, коллизии и скольжения литосферных плит»",https://konferencii.ru//info/136698,"Россия, Владивосток",2021-09-30,2021-09-30,2021-09-30,Организаторы: Дальневосточный геологический институт ДВО РАН
Международная конференция по освоению нефтегазовых ресурсов Арктики и континентального шельфа «RAO/CIS Offshore 2021»,https://konferencii.ru//info/136672,"Россия, Санкт-Петербург",2021-09-30,2021-09-30,2021-09-30,Организаторы: ВО «РЕСТЭК»
Всероссийская научно-практическая конференция «Проблемы и состояние почв городских и лесных экосистем»,https://konferencii.ru//info/137494,"Россия, Санкт-Петербург",2021-09-30,2021-09-30,2021-09-30,Организаторы: ФГБОУ ВО «Санкт-Петербургский государственный лесотехнический университет им. С.М. Кирова»
XV Международный симпозиум «Проблемы современного литературоведения»,https://konferencii.ru//info/136737,"Грузия, Тбилиси",2021-09-30,2021-09-30,2021-09-30,Организаторы: Тбилисский государственный университет им. Иванэ Джавахишвили; Институт грузинской литературы им. Шота Руставели; Ассоциация компаративистов-литературоведов Грузии (GCLA)
Всероссийская научно-практическая конференция с международным участием «Информация – коммуникация – документ» (ИКД – 2021),https://konferencii.ru//info/137535,"Россия, Пенза",2021-09-30,2021-09-30,2021-09-30,"Организаторы: Министерство науки и высшего образования Российской Федерации; Правительство Пензенской области; Областное общество историков и архивистов; Пензенский государственный университет, Кафедра «Информационное обеспечение управления и производства»; Международная академия информатизации"
Всероссийская научная конференция молодых учёных «Ганзейский союз: от зарождения до возрождения»,https://konferencii.ru//info/137334,"Россия, Великий Новгород",2021-09-30,2021-09-30,2021-09-30,Организаторы: Новгородский государственный университет им. Ярослава Мудрого (при поддержке Администрации Великого Новгорода)
Всероссийская научно-техническая конференция «Современные жаропрочные никелевые деформируемые сплавы и технологии их производства»,https://konferencii.ru//info/135874,"Россия, Москва",2021-09-30,2021-09-30,2021-09-30,Организаторы: ФГУП «ВИАМ» ГНЦ РФ
VI Международная конференция по инновациям в неразрушающем контроле (SibTest – 2021),https://konferencii.ru//info/137443,"Россия, Томск",2021-09-30,2021-09-30,2021-09-30,Организаторы: Национальный исследовательский Томский политехнический университет; Российское общество по неразрушающему контролю и технической диагностике; ООО «ИнТех»
V Международная научно-практическая конференция «Русский язык и русская речь в XXI веке: проблемы и перспективы»,https://konferencii.ru//info/137374,"Россия, Ижевск",2021-09-30,2021-09-30,2021-09-30,"Организаторы: Удмуртский государственный университет, Институт языка и литературы, Кафедра русского языка, теоретической и прикладной лингвистики"
"IV Международный симпозиум «Городской патриотизм: экономика, политика и культура локальных перемен»",https://konferencii.ru//info/137820,"Россия, Екатеринбург",2021-09-30,2021-09-30,2021-09-30,Организаторы: Екатеринбургская академия современного искусства
5-я Научно-практическая конференция «Георадар – 2021»,https://konferencii.ru//info/137721,"Россия, Москва",2021-09-30,2021-09-30,2021-09-30,Организаторы: Проект «Радарные и Сейсмические Системы»; ИП Абизгильдин И.Х.; Геологический факультет МГУ; Институт криосферы Земли ТюмНЦ СО РАН «Radar Systems» Inc.
"Международная научно-практическая конференция «Устойчивое развитие науки, образования, педагогики: инновационные технологии и креативные решения»",https://konferencii.ru//info/123190,"Россия, Самара",2021-09-30,2021-09-30,2021-09-30,Организаторы: НИЦ «Поволжская научная корпорация» (naucorp.ru)
Научный журнал «Вестник общей и отраслевой теории права» (2),https://konferencii.ru//info/137711,"Россия, Самара",2021-09-30,2021-09-30,2021-09-30,Организаторы: Самарское региональное отделение межрегиональной общественной организации «Межрегиональная ассоциация теоретиков государства и права» (МАТГиП)»
Международный научный журнал «Научное знание современности» (№ 9/2021),https://konferencii.ru//info/137930,"Россия, Казань",2021-09-30,2021-09-30,2021-09-30,Организаторы: Общество Науки и Творчества
Международный научный журнал «Вестник Науки и Творчества» (№ 9/2021),https://konferencii.ru//info/137931,"Россия, Казань",2021-09-30,2021-09-30,2021-09-30,Организаторы: Общество Науки и Творчества
Международный научный журнал «Science Time» (№ 9/2021),https://konferencii.ru//info/137932,"Россия, Казань",2021-10-21,2021-10-21,2021-10-14,Организаторы: Общество Науки и Творчества
Международный демографический форум «Демография и глобальные вызовы»,https://konferencii.ru//info/137281,"Россия, Воронеж",2021-10-21,2021-10-21,2021-10-14,"Организаторы: Общественная палата Российской Федерации; Комиссия по демографии, защите семьи, детей и традиционных семейных ценностей Правительство Воронежской области; Департамент труда и занятости Воронежской области"
IX Международный Балтийский морской форум,https://konferencii.ru//info/137792,"Россия, Калининград",2021-10-21,2021-10-21,2021-10-14,Организаторы: ФГБОУ ВО «Калининградский государственный технический университет»
II Международная конференция «Германия и Россия: экосистемы без границ – 2021»,https://konferencii.ru//info/137793,"Россия, Калининград",2021-10-21,2021-10-21,2021-10-14,Организаторы: ФГБОУ ВО «Калининградский государственный технический университет»
Международная научная конференция «Фундаментальная лингвистика и проблемы судебной экспертизы: социальные сети как объект научного и экспертного анализа»,https://konferencii.ru//info/134699,"Россия, Москва",2021-10-21,2021-10-21,2021-10-14,Организаторы: ФГБОУ ВО «Государственный институт русского языка им. А. С. Пушкина»; ГБУ «Московский исследовательский центр»
"VIII Международная научная конференция молодых учёных: вирусологов, биотехнологов, молекулярных биологов и биофизиков «OpenBio – 2021»",https://konferencii.ru//info/136675,"Россия, Новосибирск",2021-10-21,2021-10-21,2021-10-14,Организаторы: АНО «Инновационный центр Кольцово»
3-я Евразийская конференция «Инновации в минимизации природных и техногенных рисков»,https://konferencii.ru//info/137440,"Грузия, Тбилиси",2021-10-21,2021-10-21,2021-10-14,"Организаторы: Международная компания организатор мероприятий AMIR Technical Services; Грузинский технический университет; City University of Hong Kong;International Group on Reliability «Forum Gnedenko» (The USA); Институт нефтегазовой геологии и геофизики имени А.А.Трофимука, Сибирского отделения Российской Академии наук"
Межвузовская научная конференция студентов и аспирантов «Studia Orientalia Juvenica – 2021»,https://konferencii.ru//info/137718,"Россия, Москва",2021-10-21,2021-10-21,2021-10-14,"Организаторы: Кафедра современного Востока факультета истории, политологии и права Историко-архивного института РГГУ; Международный российско-иранский центр РГГУ"
IV Международная научно-практическая конференция «Предпринимательство и инновации на рынках Азиатско-Тихоокеанского региона»,https://konferencii.ru//info/137712,"Россия, Владивосток",2021-10-21,2021-10-21,2021-10-14,Организаторы: ФГАОУ ВО «Дальневосточный федеральный университет»
"I (ХIV) Международная научно-практическая конференция «Методологические, теоретические и практические аспекты физического воспитания, спортивной тренировки, оздоровительной и адаптивной физической культуры»",https://konferencii.ru//info/137673,"Беларусь, Гомель",2021-10-21,2021-10-21,2021-10-14,"Организаторы: Учреждение образования «Гомельский государственный университет имени Франциска Скорины», Факультет физической культуры"
IV Международная научно-практическая конференция «Актуальные научно-технические и экологические проблемы сохранения среды обитания» (ICEP – 2021),https://konferencii.ru//info/137699,"Беларусь, Брест",2021-10-21,2021-10-21,2021-10-14,Организаторы: Учреждение образования «Брестский государственный технический университет»
VII Международная конференция «Аддитивные технологии: настоящее и будущее»,https://konferencii.ru//info/135868,"Россия, Москва",2021-10-21,2021-10-21,2021-10-14,Организаторы: ФГУП «ВИАМ» ГНЦ РФ
"Международная научно-практическая конференция «Инновационные технологии в агропромышленном, лесном и химическом комплексах и рациональное природопользование»",https://konferencii.ru//info/137503,"Россия, Великий Новгород",2021-10-21,2021-10-21,2021-10-14,Организаторы: Институт сельского хозяйства и природных ресурсов Новгородского государственного университета имени Ярослава Мудрого.
XI Всероссийская научно-методическая конференция «Актуальные проблемы преподавания математики в техническом вузе» ,https://konferencii.ru//info/136641,"Россия, Омск",2021-10-21,2021-10-21,2021-10-14,"Организаторы: Кафедра «Высшая математика», Омский государственный технический университет"
XVII Международная молодёжная научно-техническая конференция «Современные проблемы радиоэлектроники и телекоммуникаций» (РТ – 2021),https://konferencii.ru//info/136560,"Россия, Севастополь",2021-10-21,2021-10-21,2021-10-14,Организаторы: ФГАОУ ВО «Севастопольский государственный университет» 
XV IEEE Международная конференция по использованию информационно-коммуникационных технологий,https://konferencii.ru//info/137947,"Азербайджан, Баку",2021-10-21,2021-10-21,2021-10-14,"Организаторы: Университет ADA, Университет Джорджа Вашингтона (США), Институтом информационных наук и технологий (Национального исследовательского совета Италии ISTI CNR), Азербайджанской секции IEEE"
"Научно-теоретическая конференция «Всероссийские двадцать вторые научные чтения по актуальным проблемам социальной истории, философии и социальной работы»",https://konferencii.ru//info/137771,"Россия, Новочеркасск",2021-10-21,2021-10-21,2021-10-14,"Организаторы: Министерство сельского хозяйства Российской Федерации; Департамент образования, научно-технологической политики и рыбохозяйственного комплекса Новочеркасский инженерно-мелиоративный институт имени А.К. Кортунова – филиал федерального государственного бюджетного образовательного учреждения высшего образования «Донской государственный аграрный университет»"
Научно-практический журнал «Право.by» (5/2021),https://konferencii.ru//info/137639,"Беларусь, Минск",2021-10-21,2021-10-21,2021-10-14,Организаторы: Национальный центр правовой информации Республики Беларусь
"Международная научно-практическая конференция «Экологическая, промышленная и энергетическая безопасность – 2021»",https://konferencii.ru//info/136561,"Россия, Севастополь",2021-10-21,2021-10-21,2021-10-14,Организаторы: ФГАОУ ВО «Севастопольский государственный университет» 
V Межрегиональная конференция «Исторические сады и парки России. От средневековья к XXI веку»,https://konferencii.ru//info/137664,"Россия, Москва",2021-10-21,2021-10-21,2021-10-14,"Организаторы: Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник «Коломенское, Измайлово»"
II Международный научно-практический форум по социальным и поведенческим наукам (SBS 2021),https://konferencii.ru//info/136294,"Россия, Барнаул",2021-11-10,2021-11-10,2021-10-31,Организаторы: Ассоциация поддержки научных исследований
"Перспективные направления в области физической культуры, спорта и туризма: XI Всероссийская научно-практическая конференция ",https://konferencii.ru//info/137952,"Россия, Нижневартовск",2021-11-10,2021-11-10,2021-10-31,Организаторы: Нижневартовский государственный университет
Всероссийская научно-техническая конференция «Проблемы и перспективы развития металломатричных композиционных материалов»,https://konferencii.ru//info/135875,"Россия, Москва",2021-11-10,2021-11-10,2021-10-31,Организаторы: ФГУП «ВИАМ» ГНЦ РФ
Всероссийская научно-практическая конференция «Личность. Общество. Государство: Проблемы развития и взаимодействия. К 115-й годовщине рождения российского парламентаризма» (37-е Адлерские чтения),https://konferencii.ru//info/137008,"Россия, Сочи",2021-11-10,2021-11-10,2021-10-31,Организаторы: Общество «Знание»; администрация Краснодарского края; Законодательное Собрание Краснодарского края; Кубанский государственный университет
"Международная научная конференция «Проблемы культурно-исторического развития Крыма, Тамани и черноморско-каспийских степей в финале средней бронзы – начале раннего железного века (конец III – начало I тыс. до н.э.)»",https://konferencii.ru//info/132114,"Россия, Ростов-на-Дону",2021-11-10,2021-11-10,2021-10-31,"Организаторы: Кафедра археологии и истории древнего мира Института истории и международных отношений (ИИМО) Южного Федерального Университета, ФГАОУ ВО «ЮФУ»"
VII Всероссийская научно-практическая конференция «Теоретические и практические аспекты образования в сфере культуры и искусства»,https://konferencii.ru//info/137776,"Россия, Сургут",2021-11-10,2021-11-10,2021-10-31,"Организаторы: Департамент культуры Ханты-Мансийского автономного округа – Югры, БУ «Сургутский музыкальный колледж»"
21-я Международная конференция «Профессиональная культура специалиста будущего»,https://konferencii.ru//info/136535,"Россия, Санкт-Петербург",2021-11-10,2021-11-10,2021-10-31,Организаторы: Санкт-Петербургский Политехнический университет Петра Великого
25-я Международная научно-практическая конференция «Инновация – 2021»,https://konferencii.ru//info/137473,"Узбекистан, Ташкент",2021-11-10,2021-11-10,2021-10-31,"Организаторы: Ташкентский государственный технический университет; Межотраслевой Центр стратегических инноваций и информатизации, Узбекское отделение Международной Академии наук Высшей школы, Навоийский горно-металлургический комбинат, Алмалыкский горно-металлургический комбинат, Узбекский металлургический комбинат"
VII Международная научно-практическая конференция «Информационные технологии и право (Правовая информатизация – 2021)»,https://konferencii.ru//info/137475,"Беларусь, Минск",2021-11-10,2021-11-10,2021-10-31,"Организаторы: Национальный центр правовой информации Республики Беларусь (НЦПИ) и Кафедра ЮНЕСКО по информационным технологиям и праву НЦПИ совместно с Верховным Судом Республики Беларусь, Министерством юстиции Республики Беларусь, Белорусской республиканской коллегией адвокатов, Белорусской нотариальной палатой, юридическим факультетом Белорусского государственного университета и Национальной библиотекой Беларуси"
Конференция «Развитие международной публикационной активности в университете: обмен лучшими практиками»,https://konferencii.ru//info/136666,"Россия, Москва",2021-11-10,2021-11-10,2021-10-31,Организаторы: Центр академического письма НИУ ВШЭ
Международная научно-практическая конференция «Передовые достижения науки в молочной отрасли» – International Scientific and Practical Conference «Scientific Advances in the Dairy Industry» (SADI 2021),https://konferencii.ru//info/137818,"Россия, Вологда",2021-11-10,2021-11-10,2021-10-31,"Организаторы: Вологодская государственная молочнохозяйственная академия им. Н. В. Верещагина (г. Вологда, с. Молочное, Россия), Ассоциация поддержки научных исследований (г. Барнаул, Россия), Всероссийский научно-исследовательский институт молочной промышленности (г. Москва, Россия), Всероссийский научно-исследовательский институт маслоделия и сыроделия – филиал Федерального научного центра пищевых систем им. В.М. Горбатова РАН (г. Углич, Россия), Северо-Кавказский федеральный университет (г. Ставрополь, Россия), Вологодский научный центр РАН (г. Вологда, Россия), Всероссийский научно-исследовательский институт физиологии, биохимии и питания животных – филиал Федерального научного центр животноводства – ВИЖ им. академика Л. К. Эрнста (г. Боровск, Россия), Санкт-Петербургский государственный университет ветеринарной медицины (г. Санкт-Петербург, Россия), Всероссийский научно-исследовательский институт агрохимии им. Д. Н. Прянишникова (г. Москва, Россия), Федеральный научный центр кормопроизводства и агроэкологии им. В. Р. Вильямса (ФНЦ «ВИК им. В. Р. Вильямса») (г. Лобня, Россия), Белорусская государственная орденов Октябрьской Революции и Трудового Красного Знамени сельскохозяйственная академия (г. Горки, Республика Беларусь), Гродненский государственный аграрный университет (г. Гродно, Республика Беларусь)"
IV Всероссийская научно-практическая конференция «Воспитание в современных условиях: региональный аспект»,https://konferencii.ru//info/137667,"Россия, Пенза",2021-11-10,2021-11-10,2021-10-31,Организаторы: Пензенский государственный университет
VI Всероссийская научно-практическая конференция c международным участием «Байкал – Родина – Планета»,https://konferencii.ru//info/137094,"Россия, Иркутск",2021-11-10,2021-11-10,2021-10-31,"Организаторы: Иркутский государственный университет, педагогический институт при поддержке Института географии им. В.Б. Сочавы; Иркутского отделения русского географического общества Главного управления МЧС России по Иркутской области; Министерства образования Иркутской области"
"Международная научно-практическая конференция «Математическое моделирование, программирование и прикладная математика»",https://konferencii.ru//info/137491,"Россия, Великий Новгород",2021-11-10,2021-11-10,2021-10-31,Организаторы: Организатором конференции является Новгородский государственный университет имени Ярослава Мудрого
Всероссийская научная конференция с международным участием «Актуальные вопросы современной лингвистики: Тихоновские чтения»,https://konferencii.ru//info/137653,"Россия, Елец",2021-11-10,2021-11-10,2021-10-31,"Организаторы: Кафедра русского языка, методики его преподавания и документоведения Елецкого государственного университета им. И.А. Бунина"
VI Международная научная конференция «Изотекст»,https://konferencii.ru//info/137773,"Россия, Москва",2021-11-10,2021-11-10,2021-10-31,"Организаторы: Институтом этнологии и антропологии им. Н.Н. Миклухо-Маклая РАН; 
Российская государственная библиотека для молодёжи"
2-я Международная научная конференция «Этнические меньшинства в истории России»,https://konferencii.ru//info/136063,"Россия, Санкт-Петербург",2021-11-10,2021-11-10,2021-10-31,"Организаторы: Ленинградский государственный университет имени А.С. Пушкина; Белорусский государственный университет; Bayerisches Kulturzentrum Der Deutschen aus Russland – Баварский центр культуры немцев из России (г. Нюрнберг, Германия)"
Международная научно-техническая конференция «Транспортные системы для развития территорий»,https://konferencii.ru//info/137434,"Россия, Омск",2021-11-10,2021-11-10,2021-10-31,Организаторы: Омский государственный технический университет
"XV Международная научно-техническая конференция «Динамика систем, механизмов и машин»",https://konferencii.ru//info/137435,"Россия, Омск",2021-11-10,2021-11-10,2021-10-31,Организаторы: Омский государственный технический университет
VIII Всероссийская научно-практическая конференция «Менеджмент качества в библиотеках»,https://konferencii.ru//info/137914,"Россия, Санкт-Петербург",2021-11-10,2021-11-10,2021-10-31,Организаторы: Центральная городская публичная библиотека им. В. В. Маяковского
"III Международная научно-практическая конференция «Системы управления, математическое моделирование, автоматизация и энергоэффективность» (SUMMA 2021)",https://konferencii.ru//info/137512,"Россия, Липецк",2021-12-08,2021-12-08,2021-11-12,Организаторы: ФГБОУ ВО Липецкий государственный технический университет
"Культура, наука, образование: проблемы и перспективы: IХ Международная научно-практическая конференция",https://konferencii.ru//info/137951,"Россия, Нижневартовск",2021-12-08,2021-12-08,2021-11-12,Организаторы: Нижневартовский государственный университет
Международная конференция «Моделирование и методы расчета строительных конструкций»,https://konferencii.ru//info/137484,"Россия, Москва",2021-12-08,2021-12-08,2021-11-12,Организаторы: Московский государственный строительный университет
II Международный научно-практический форум «SciTech Forum» (SciTech 2021),https://konferencii.ru//info/136295,"Россия, Барнаул",2021-12-08,2021-12-08,2021-11-12,Организаторы: Ассоциация поддержки научных исследований
Международная конференция «Достоевский в смене эпох и поколений»,https://konferencii.ru//info/137775,"Россия, Омск",2021-12-08,2021-12-08,2021-11-12,Организаторы: Федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный университет им. Ф.М. Достоевского»
Всероссийская научно-практическая конференция с международным участием «Психология творчества и одаренности»,https://konferencii.ru//info/137335,"Россия, Москва",2021-12-08,2021-12-08,2021-11-12,"Организаторы: ФГБНУ «Психологический институт Российской академии образования»
Московское региональное отделение Российского психологического общества; ФГБОУ ВО «Московский государственный университет имени М. В. Ломоносова»; ФГБОУ ВО «Московский педагогический государственный университет»; ФГБНУ «Институт коррекционной педагогики Российской академии образования»; ФГБОУ ВО «Московский государственный технический университет имени Н. Э. Баумана (национальный исследовательский университет)»; Ассоциация технических университетов; Ассоциация спортивных психологов; Российское общество Януша Корчака"
IX Международная междисциплинарная конференция «Музыка – Философия – Культура». Сессия молодых учёных «Музыкальное искусство и Science Art»,https://konferencii.ru//info/137893,"Россия, Москва",2021-12-08,2021-12-08,2021-11-12,Организаторы: Московская государственная консерватория имени П.И. Чайковского; Региональная ассоциация восточнославянских стран Международного музыковедческого общества (IMS); Совет молодых учёных Санкт-Петербургского государственного университета; Союз молодых учёных при Региональной ассоциации восточнославянских стран IMS
V Международная научная конференция молодых учёных «Инженерное и экономическое обеспечение деятельности транспорта и машиностроения»,https://konferencii.ru//info/137714,"Беларусь, Гродно",2021-12-08,2021-12-08,2021-11-12,"Организаторы: Министерство образования Республики Беларусь; Учреждение образования «Гродненский государственный университет имени Янки Купалы», Факультет инновационных технологий машиностроения"
V Всероссийская научно-техническая конференция «Полимерные композиционные материалы и производственные технологии нового поколения»,https://konferencii.ru//info/135876,"Россия, Москва",2021-12-08,2021-12-08,2021-11-12,Организаторы: ФГУП «ВИАМ» ГНЦ РФ
